run,apogee_m,impact_x_m,impact_y_m,wind_scale,thrust_scale,dry_mass_scale,aero_scale,sensor_bias_scale,thrust_misalignment_deg,cg_offset_m,impact_valid
7347,3984.35,13633.2,-7292.35,1.04692,0.968681,1.01899,0.958949,0.773377,0.020349,0.00820444,1
7348,2493.39,6482.1,-4114.24,0.92337,1.00925,0.999554,0.989882,0.970432,-0.0247447,-0.0120048,1
7349,253.265,-627.177,655.196,1.19766,1.00989,0.99585,0.976025,1.03564,-0.211658,0.0147701,1
7350,1930.73,-3330.51,4743.04,1.05977,1.02273,1.01118,0.961427,1.24436,0.0809016,-0.00490988,1
7351,62436.3,-61827,135552,0.931286,0.992481,1.00182,0.994871,1.03901,-0.00192279,0.0133695,1
7352,330.051,-795.125,841.346,1.3184,0.986083,1.0164,0.996363,1.02584,0.119844,-0.019214,1
7353,1019.2,2916.16,-2428.39,1.10911,1.00437,0.993643,0.992014,0.88625,0.118715,0.00641185,1
7354,319.391,-768.861,812.093,1.02432,0.983617,1.01352,0.957443,0.61826,0.175353,-0.0136252,1
7355,1760.33,4983.71,-3529.72,1.14465,0.987063,0.993961,0.989686,1.07338,0.0397171,0.0106757,1
7356,1725.75,-3439.66,4792.84,0.93401,0.985168,1.00515,0.991702,1.33688,0.136686,-0.00317132,1
7357,4809.04,-7857.78,16956,1.18234,0.960774,1.00337,1.00081,1.25116,0.0398705,-0.00381728,1
7358,2012.47,6713.68,-4682.54,0.654211,0.990116,1.01009,0.993019,0.882096,0.107596,0.0033412,1
7359,421.329,1114.22,-1034.64,1.25078,1.00298,0.990045,0.951446,0.977881,0.140406,0.0133698,1
7360,2612.51,-4257.53,6503.72,0.865921,0.99601,1.00588,0.986414,0.898093,0.0888699,-0.00317322,1
7361,6406.26,-4406.6,14649.1,1.0573,0.982356,0.993596,1.03858,1.10855,-0.0138583,0.00831045,1
7362,330.124,844.754,-798.598,1.19964,1.01155,1.01528,1.03107,1.38097,-0.373274,-0.00639921,1
7363,1872.96,4904.96,-3500.04,1.18461,1.00352,1.00756,0.991707,0.756346,-0.0288151,-0.0138129,1
7364,282.848,727.702,-693.573,0.832004,1.01432,1.01705,0.956128,1.18517,-0.172193,-0.0160944,1
7365,5214.14,-8183.24,18337.2,0.656992,1.00824,1.00985,1.01157,0.694993,0.161665,-0.000898505,1
7366,873.011,2372.62,-2035.86,0.71135,1.01427,1.01394,1.01148,1.11827,0.0399604,0.0220164,1
7367,627.335,-1474.58,1649.38,0.919853,1.00498,0.981486,0.991988,0.766154,-0.14387,0.00885676,1
7368,4644.82,18422.3,-8543.08,0.959799,1.01793,1.01542,1.00116,1.28664,0.0299529,0.0049884,1
7369,103.71,267.074,-262.404,1.26665,0.993292,0.993951,1.04326,1.14044,0.316173,0.023729,1
7370,607.28,1610.54,-1448.09,0.674076,1.05068,1.00488,1.00581,0.844023,-0.231451,-0.0058333,1
7371,1204.69,-2466.24,3079.44,1.19009,0.972038,0.990041,1.00275,0.845043,-0.0820093,0.00764441,1
7372,6586.44,-6976.59,18839.6,1.04779,0.983161,1.00557,0.968182,0.941407,0.00917147,-0.0141468,1
7373,438.683,1136.39,-1052.99,0.8945,0.960195,1.00618,1.00862,1.15089,-0.281008,-0.006089,1
7374,1077.71,-2380.03,2869.31,1.1538,0.983217,1.00766,1.02759,0.716211,-0.110385,0.0062796,1
7375,956.898,-2123.11,2505.57,0.89963,1.01094,1.02478,1.00669,1.24029,-0.121896,0.00646446,1
7376,1192.12,-2560.42,3211.64,0.977029,0.980774,0.98865,0.947172,1.07479,-0.158533,0.00403871,1
7377,257.245,-632.525,661.058,0.798034,0.985479,1.00789,0.987594,0.978937,-0.160306,0.0184457,1
7378,1341.19,3774.1,-2981.64,0.964609,1.00252,0.987533,0.969822,0.80791,0.0774878,0.00746157,1
7379,112333,14801.8,-3833.22,1.16636,0.995132,1.01658,0.979437,1.05228,0.00152074,0.000427296,1
7380,749.419,-1719.76,1964.13,0.840805,1.04284,0.992984,0.964218,0.887291,0.204035,-0.00539977,1
7381,555.675,-1323.07,1458.33,1.18884,0.955695,1.01457,0.997681,1.19536,-0.186103,0.00700027,1
7382,1442,4421.69,-3404.23,0.809787,1.0194,0.991007,0.993833,1.20054,-0.114836,-0.00476232,1
7383,565.447,1493.55,-1352.92,0.954569,0.993685,1.01079,0.980778,1.0675,-0.145008,-0.00936219,1
7384,1201.19,-2620.5,3217.86,0.944056,1.03555,1.0119,1.02822,1.44323,0.0733405,-0.00893349,1
7385,6845.47,-4023.23,13551.1,1.09129,1.03731,0.993224,1.0179,1.17358,-0.101939,0.000882879,1
7386,4732.04,-7478.57,15476.7,1.10907,1.03073,0.993839,1.03486,0.78989,0.0542617,-0.00282486,1
7387,3292.56,-5323.85,9800.54,1.0112,0.989296,1.01121,0.985517,1.16621,0.314959,-0.000728835,1
7388,309.563,-764.844,807.313,0.938061,1.01947,0.988198,0.971341,0.890917,-0.337397,0.00768571,1
7389,254.348,650.079,-622.416,0.836441,1.00692,1.00149,1.00389,0.633232,-0.254141,-0.0123324,1
7390,600.393,-1398.5,1554.94,0.776401,1.00814,0.989746,1.02607,0.618267,0.145766,-0.00916579,1
7391,439.034,-1057.93,1141.77,1.00635,1.00101,1.00815,0.990155,0.995957,-0.112379,0.0156474,1
7392,2534.09,6960.32,-4572.67,0.946738,0.989282,1.00585,0.965581,1.1183,-0.0331952,-0.0085474,1
7393,897.986,2471.41,-2102.26,1.19157,0.989754,0.993103,1.02219,1.01935,-0.271384,-0.00319868,1
7394,522.934,1380.76,-1258.79,1.11255,0.992893,0.989071,0.939978,1.17395,-0.114287,-0.0132235,1
7395,389.614,-949.356,1015.95,0.772912,1.00246,1.00161,0.912826,1.07519,-0.201981,0.00989479,1
7396,654.257,1756.82,-1564.09,1.28611,1.00867,0.994582,0.994074,1.00759,0.0526155,0.0229006,1
7397,536.165,1427.34,-1299.58,0.821327,1.02198,1.00623,1.01189,0.823253,0.11566,0.0126862,1
7398,427.745,-1020.87,1100.01,1.38905,1.00146,0.993314,1.00288,1.23556,0.137576,-0.0135255,1
7399,541.737,-1296.24,1427.65,0.930607,0.98761,0.985061,0.976996,0.862953,-0.273919,0.00524922,1
7400,83949.1,144045,-74381.1,1.08594,0.981367,1.00271,1.05558,0.788498,-0.108234,-0.000127422,1
7401,496.597,-1174.83,1282.46,0.947855,0.994225,0.98364,0.995794,1.0675,0.131453,-0.0122435,1
7402,1781.18,-3277.85,4617.81,1.2782,0.985221,0.99876,0.956792,0.960495,0.109612,-0.00386245,1
7403,72766.5,160826,-86140.4,0.96507,0.993701,1.00142,0.99149,1.14587,0.00183157,0.0101674,1
7404,2353.04,-3921.92,6193.13,0.741592,0.996654,1.00328,0.967524,0.682162,0.202353,-0.0015743,1
7405,1169.89,-2710.55,3336.33,1.13629,1.01555,1.02075,1.02484,0.818068,-0.249417,0.00258308,1
7406,98.975,-249.28,253.502,1.21962,1.01289,0.991049,1.05248,1.00773,-0.218324,0.037056,1
7407,18579.7,-25971.1,74812.4,0.822712,1.0144,1.00825,0.977018,1.22117,-0.0158664,0.00280474,1
7408,1713.8,-3745.86,5048.41,0.991544,1.01615,0.999641,0.980027,1.36691,0.0764188,-0.00593146,1
7409,3500.54,-4259.51,8419.9,1.05101,1.00001,0.992295,0.999794,1.0916,-0.0115559,0.0180741,1
7410,7480.69,-6012.2,15618.7,1.00516,1.00261,1.00919,1.00878,0.687872,0.0447179,-0.00179838,1
7411,170.346,-426.102,438.768,0.85464,0.979606,0.993827,1.01187,0.879356,-0.335729,0.0133934,1
7412,469.789,-1132.88,1230.09,0.81144,1.00781,0.996548,0.918046,0.827281,-0.195156,0.00858793,1
7413,893.296,-1996.94,2346.38,0.90313,0.981098,1.00698,0.925278,0.810098,0.113816,-0.00745701,1
7414,844.039,-1905.96,2220.23,0.816227,0.988268,0.983263,0.944172,1.55495,-0.0903403,0.0102676,1
7415,114204,8429.09,57535.6,0.897819,1.00933,0.99734,1.0152,1.176,-0.054967,0.000120537,1
7416,168.05,433.431,-421.175,0.787124,0.974977,1.00115,1.04348,0.972298,0.221605,0.0203302,1
7417,1779.76,5085.1,-3578.38,1.12026,0.991007,0.986848,1.02196,0.903336,0.0824898,0.0051321,1
7418,6673.4,-7025.2,19134.1,0.965259,0.988808,1.00389,0.965662,0.842339,0.0482205,-0.00268148,1
7419,89.0536,229.573,-226.143,0.908232,1.01228,0.995276,0.984054,1.08163,0.307312,0.0289671,1
7420,606.841,1603.41,-1441.17,0.852926,0.990868,1.0045,0.947261,0.952938,-0.251949,-0.00506922,1
7421,4872.63,19530.5,-8587.66,0.989792,0.992529,0.994406,1.08186,0.995263,0.165916,0.000887712,1
7422,17396.6,-23831.7,69948.7,1.0931,1.00746,1.0071,1.02735,1.11634,-0.0911259,0.000498276,1
7423,6198.31,-8126.03,20477.3,0.852889,1.0086,1.00686,0.954188,0.922389,-0.268156,0.000503932,1
7424,1176.31,-2392.53,2958.56,0.863381,0.961531,1.00347,1.03476,1.38728,0.237404,-0.00265681,1
7425,93583.4,149875,-77932.5,0.885617,0.998693,0.985812,1.02283,1.43097,-0.0271588,-0.000465079,1
7426,989.471,-2171.01,2581.91,1.30449,1.00484,1.00077,1.00209,1.12091,0.0933291,-0.00844544,1
7427,738.421,-1692.84,1932.94,1.10073,0.984829,0.979502,0.954559,0.912434,0.131276,-0.00817683,1
7428,1776.18,-3142.03,4388.43,0.685521,0.971175,0.992632,1.00013,0.909075,0.0749745,-0.00560216,1
7429,655.255,-1520.48,1707.74,1.25898,0.991452,0.992316,0.997909,0.818799,0.111529,-0.0107334,1
7430,222.738,-542.065,563.233,0.969277,0.978962,0.99494,0.976178,0.766531,0.200427,-0.0174882,1
7431,4159.23,12898.6,-6913.69,0.825851,1.02186,1.02143,0.973267,0.852548,-0.0129246,-0.0127732,1
7432,163.149,-399.24,410.382,0.711135,1.02335,1.00526,0.973218,1.06682,0.277687,-0.0178564,1
7433,579.712,1534.9,-1385.83,0.808089,0.990226,1.00117,1.02796,1.06133,-0.116854,-0.0114113,1
7434,464.404,-1105.04,1199.08,0.72702,0.992676,0.986709,0.981193,1.12116,0.107444,-0.0159245,1
7435,1599.71,4528.72,-3427.7,1.1321,0.990823,0.984383,0.998898,0.753471,-0.144651,-0.00332567,1
7436,701.143,1870.79,-1655.14,1.16334,0.974951,1.02329,1.03367,0.687009,-0.103406,-0.0101301,1
7437,2216.09,-4740.19,7073.53,1.08101,1.00426,0.988756,0.938981,1.48536,0.24591,-0.00142342,1
7438,4125.72,-5924.16,10848.9,0.985494,0.99045,1.0026,0.957379,1.07472,-0.0136667,0.0126285,1
7439,5278.9,21185.5,-8863.48,0.932774,1.02352,1.00058,1.0175,0.977688,-0.0434084,-0.00327432,1
7440,1201.14,-2635.07,3293.06,1.19173,1.00027,1.00988,0.980639,1.31126,0.0938627,-0.00677542,1
7441,286.816,-695.773,731.218,1.16157,0.990571,0.990643,1.01117,0.860308,0.161437,-0.0171213,1
7442,1632.76,5234.45,-3843.51,0.759983,0.974055,0.993182,1.02034,1.18099,-0.203434,-0.0022484,1
7443,1633.78,-3602.56,4791.31,1.10067,0.995133,1.00249,1.07234,1.21025,0.0344736,-0.0133948,1
7444,4158.3,-6639.18,12367.2,0.958775,0.969808,1.00538,1.0418,0.849884,0.0408328,-0.00409371,1
7445,9432.65,41486.7,-13082.6,1.1519,0.979041,1.00605,1.00961,0.538663,-0.00656461,-0.0088391,1
7446,335.395,861.029,-812.446,0.907958,1.02306,0.995771,0.975393,1.06646,-0.351764,-0.00693412,1
7447,240.295,-599.146,624.499,0.853739,0.955729,1.00862,0.985013,0.90801,-0.357011,0.00849327,1
7448,2206.83,-4597.5,7017.17,1.10083,0.99503,0.995191,1.04627,0.77765,-0.0651675,0.00519664,1
7449,1374.44,-3123.17,3970.63,0.374978,1.0116,1.01595,0.991569,1.09197,-0.0426282,0.0129567,1
7450,135.354,-331.93,339.649,0.832797,1.01107,0.99028,0.974055,1.14844,0.295429,-0.0204133,1
7451,1435.35,3933.27,-2994.94,0.726517,0.990936,1.00591,0.950692,0.944466,-0.0516471,-0.0101174,1
7452,529.02,-1247.17,1367.95,0.799013,1.0121,0.999161,0.979421,0.695412,0.118034,-0.0127514,1
7453,630.137,1699.85,-1520.08,0.771054,1.01628,0.996752,0.992757,1.16646,0.212976,0.00586635,1
7454,14619.4,-19076.2,60574.6,1.10602,1.00192,1.00087,0.965287,1.05227,-0.151569,0.000322045,1
7455,770.771,-1761.04,2022.15,0.850622,1.00232,0.9822,0.969819,1.08725,0.0680231,-0.0152799,1
7456,2752.7,9742.39,-6017.1,1.04935,0.996014,1.01645,0.989197,0.685289,-0.0178938,-0.0143563,1
7457,3257.34,12431.1,-6710.4,0.856534,1.02417,0.98305,1.00739,1.04084,0.0317105,0.00746661,1
7458,1167.62,-2424.77,2979.46,0.906575,1.03583,1.00964,0.983777,1.06963,0.124694,-0.0054458,1
7459,118572,33248,-12523.1,1.09046,1.00924,0.995334,1.01564,0.906514,0.00052019,0.00361204,1
7460,2263.55,6876.75,-4382.94,0.967679,1.00018,1.00204,1.05877,0.669134,0.181588,0.00176703,1
7461,1490.85,3959.09,-3020.43,0.835342,1.00677,1.01469,0.985631,0.698268,0.0704142,0.00711881,1
7462,682.099,-1564.98,1766.98,0.64018,0.969552,0.991711,1.05194,0.859415,0.180441,-0.00623687,1
7463,960.152,-2115.79,2508.82,0.682554,1.00153,1.00053,1.01232,1.02009,-0.160552,0.00499438,1
7464,877.29,-2005.62,2340.95,1.06276,0.998947,1.00207,0.980356,0.688547,-0.0763001,0.0115178,1
7465,514.614,1375.95,-1256.6,1.16598,1.00391,0.997607,1.01989,1.02873,0.219899,0.00687856,1
7466,1946.79,-3333.91,4730.15,0.988707,1.01723,1.00273,1.01897,1.17847,0.0284853,-0.0138265,1
7467,1123.39,3200.91,-2621.9,1.18559,0.98409,0.991147,1.04403,1.06769,-0.0560281,-0.012139,1
7468,2103.04,5777.01,-4050.93,1.08615,1.0257,0.995546,1.01599,1.3363,-0.378076,-0.000980934,1
7469,609.639,1619.49,-1454.08,0.968199,0.989309,1.00049,1.04063,0.83465,-0.094824,-0.013345,1
7470,64464,-63812,138391,1.16652,1.01007,1.00802,0.991995,0.863927,0.0758986,-0.000333518,1
7471,7542.89,-5720.08,15453,1.26526,1.00458,0.985939,1.06521,0.972624,0.047284,-0.00171194,1
7472,494.955,1317.76,-1208.61,1.15771,1.009,1.00748,1.01742,1.40685,0.170766,0.00915959,1
7473,197.238,-479.629,495.879,0.877864,0.991142,1.01485,1.01228,1.08976,0.284959,-0.0137449,1
7474,957.304,2658.74,-2242.05,1.08233,0.981301,0.99247,0.965644,0.969591,0.113646,0.00698858,1
7475,2964.9,11328.8,-6473.86,0.926942,0.998959,0.99408,0.996092,0.959512,0.0382367,0.00644277,1
7476,12781.9,61246.3,-17334.7,1.09522,1.02364,1.00018,1.00468,1.08645,0.0154556,0.00319616,1
7477,1440.68,-3228.38,4174.13,0.784245,1.01359,0.98779,0.981603,0.614651,0.145378,-0.00379275,1
7478,915.994,2494.47,-2120.24,1.23051,0.980181,1.00726,0.929181,0.981322,0.141724,0.00573742,1
7479,942.672,-2053.17,2431.42,1.23565,0.993961,1.00126,1.01287,1.22629,0.136834,-0.00598987,1
7480,886.045,-1996.16,2339.59,1.09473,1.03736,1.00764,1.00134,0.914829,-0.109957,0.00814237,1
7481,103302,-12601.1,90973.7,1.00195,0.992782,0.986557,0.983628,1.13732,0.157594,-7.77256e-05,1
7482,476.923,1266.26,-1163.82,0.898871,0.991303,0.990954,1.00373,0.811262,0.132044,0.0123704,1
7483,297.02,-717.648,755.058,0.837771,0.984694,1.01224,1.05993,0.996855,0.13046,-0.0197036,1
7484,278.597,-676.231,709.27,0.885467,0.99788,1.00613,1.02125,0.99727,0.167728,-0.0167448,1
7485,3673.81,-6231.98,12083.1,1.14224,1.04576,0.983305,0.985991,0.923538,-0.00973059,0.0231704,1
7486,2426.38,6886.33,-4292.64,0.923932,1.02295,1.00411,0.993525,1.26107,0.113769,0.00269399,1
7487,7695.57,22099.8,-8678.67,0.907873,0.989499,0.979115,1.00249,1.14117,0.0386925,0.00191204,1
7488,794.815,-1814.31,2088.86,0.799458,0.997045,0.999082,0.978096,0.973451,0.10615,-0.00924058,1
7489,1846.27,-3278.75,4533.24,0.991561,0.985707,1.00515,1.01307,0.812077,-0.0823713,0.00485697,1
7490,608.689,1630.98,-1462.39,1.03716,0.977752,0.987428,1.07912,1.33664,0.146878,0.00858063,1
7491,1037,-2279.01,2737.56,1.10291,1.01046,0.980382,1.01235,1.23429,0.122431,-0.00634531,1
7492,1904.59,-3677.91,5344.27,1.05925,1.02123,0.979983,1.00023,1.15233,0.0519681,-0.00803543,1
7493,1193.45,-2712.15,3367.34,0.799684,1.00754,1.0121,0.975346,1.00279,0.069172,-0.00928889,1
7494,224.365,-554.555,576.307,1.00428,0.986956,1.00461,1.01173,1.01631,-0.193516,0.0176091,1
7495,271.364,-666.062,697.573,1.08093,0.988365,1.01906,1.01781,1.2251,-0.158,0.0175195,1
7496,6837.92,23883.4,-8255.08,1.0907,1.02677,0.987799,0.985769,0.859286,-0.016407,-0.00775019,1
7497,1090.21,-2296.03,2793.59,0.848378,1.00923,1.01036,1.02095,0.955799,0.0794392,-0.00890043,1
7498,9587.64,41897.7,-13500,0.700713,1.00342,1.02052,1.04606,1.23533,-0.0406324,-0.00139537,1
7499,2497.12,6459.98,-4108.13,1.03088,1.01,1.0017,1.00678,0.577845,-0.0821231,-0.00360921,1
7500,1834.14,5632.16,-3940.69,0.907135,1.01903,1.0014,0.956573,1.11678,-0.271164,-0.00155797,1
7501,3255.83,-4461.91,8399.67,1.07603,0.98458,1.00932,1.05236,1.07245,-0.0791827,0.00275319,1
7502,1488.18,4086.07,-3156.16,1.39007,0.980077,1.00456,0.993044,1.21293,0.0773955,0.0063847,1
7503,49133.3,-63390.2,132942,0.975705,1.0102,0.992523,1.0089,0.79044,0.0294294,-0.0010325,1
7504,108388,114351,-56261.6,1.11909,1.0016,0.992432,0.957569,1.17964,-0.0263122,-0.00029562,1
7505,1165.84,-2420.04,2979.65,1.07591,1.03722,1.00584,1.0175,1.04105,0.0503486,-0.0135383,1
7506,1489.82,4044.62,-3047.23,0.904464,1.0028,0.997106,0.999316,1.02484,-0.0600845,-0.00855656,1
7507,1258.8,-2886.01,3625.18,0.869062,1.0354,1.00327,0.968071,0.762772,-0.0715107,0.00879715,1
7508,2146.62,6833.9,-4423.95,1.27972,0.963709,0.987169,0.978612,0.903582,-0.0607307,-0.00557904,1
7509,6679.96,-6418.48,18012,0.72704,0.985124,0.992433,1.08249,0.964465,-0.0109973,0.0115288,1
7510,6059.34,22349.5,-8551.29,0.833448,0.999021,1.00144,0.97844,1.08407,-0.0129805,-0.0104029,1
7511,3183.43,12092.2,-6641.48,0.922776,1.01808,0.990855,1.02006,0.905509,-0.0264236,-0.00902248,1
7512,4027.28,-5357.99,9736.49,0.995307,1.00058,1.00244,1.00461,1.18969,-0.104649,0.00169283,1
7513,352.104,913.434,-859.267,1.06792,0.994468,0.997667,1.00149,1.07109,-0.1336,-0.0166993,1
7514,1810.31,-3923.79,5552.04,1.2921,1.01894,0.988712,0.979816,0.895348,-0.230051,0.00186991,1
7515,245.663,639.07,-612.563,0.933218,0.9668,1.00101,0.943802,1.00153,0.201324,0.0151686,1
7516,2029.79,-3721.77,5220.45,0.883597,1.0248,1.00737,1.02937,0.778413,-0.233544,0.00159826,1
7517,476.22,1265.33,-1163.79,1.30685,1.02487,0.997417,0.982708,1.18099,0.179389,0.00933785,1
7518,1042.19,2944.85,-2447.91,1.00542,1.015,0.99896,1.00688,0.93074,-0.170857,-0.0044227,1
7519,2751.93,-4703.54,7303.82,1.21762,1.01364,1.00364,0.988629,1.11652,-0.0774734,0.0034918,1
7520,1109.23,-2527.84,3092.06,1.16567,0.969554,1.00471,1.05407,1.34683,0.0708042,-0.00946131,1
7521,345.705,-847.793,900.535,0.865935,1.02672,0.991785,1.00669,1.12506,-0.272746,0.00854573,1
7522,7718.94,22805.7,-9065.23,1.05336,0.982468,0.993951,0.992339,1.05386,-0.0107479,-0.00678011,1
7523,2737.83,-4089.42,6482.48,1.00421,1.03349,0.996285,1.03583,1.02868,0.0227242,-0.0123229,1
7524,2305.79,-4515.54,7107.45,0.738404,0.997317,0.978877,1.01711,1.10445,0.0220131,-0.0151185,1
7525,55351.2,-66121,139232,1.01119,1.00664,0.980174,0.969913,0.916585,-0.0788277,0.000366012,1
7526,607.807,-1417.87,1574.74,1.00093,1.01791,1.02061,1.00271,1.1814,0.15685,-0.00816118,1
7527,1268.82,3784.24,-2989.49,1.22461,1.04349,1.01277,0.997142,1.493,0.11007,0.00559218,1
7528,3181.03,9659.26,-5083.87,1.26312,0.97492,0.991325,1.02106,0.921735,-0.0779506,-0.00284807,1
7529,512.567,1322.26,-1208.85,0.8283,0.9955,0.992768,1.04207,0.839887,-0.555445,-0.00281599,1
7530,669.736,1812.38,-1609.92,0.959468,1.01346,1.00396,0.927848,1.22024,0.168505,0.00690452,1
7531,4552.02,17097.7,-8065.43,1.01292,1.02343,0.988731,0.961193,1.23602,-0.0372343,-0.00415193,1
7532,110439,56944.8,-23106,1.1637,0.989669,1.0061,0.986144,1.03855,-0.067931,-4.98708e-05,1
7533,2376.71,-3625.19,5675.39,1.14648,0.980795,0.993941,1.02853,1.29979,0.136334,-0.00228537,1
7534,2656.37,-3883.28,6242.43,0.919099,1.03119,0.998107,0.965094,1.30403,0.0289336,-0.0100123,1
7535,1575.47,5008.36,-3756.51,0.557995,0.974736,1.0078,0.9902,1.26524,-0.081751,-0.00567538,1
7536,493.349,-1186.27,1294.09,0.975266,0.946174,1.00208,1.01821,0.774802,-0.282403,0.00521917,1
7537,116003,11183.5,50133.8,1.22659,1.02604,1.01029,1.06366,1.23911,-0.00693866,0.000805943,1
7538,9872.84,-11392.1,32439.5,0.940737,1.00655,1.00855,1.02904,1.03756,-0.0229338,0.00261995,1
7539,13353.6,-17072.2,54663.9,0.84171,1.00834,1.0008,1.00483,1.08131,-0.0183947,0.00273682,1
7540,427.004,-1028.65,1108.15,1.0635,0.990316,1.00456,1.00367,0.997819,-0.123755,0.0145101,1
7541,116.644,291.244,-285.589,1.03937,0.96214,1.00056,0.980728,1.47369,-0.397238,-0.0165556,1
7542,196.485,-477.224,493.471,1.28973,0.980968,1.00313,0.987268,1.22481,0.303048,-0.0130511,1
7543,62369.2,-65370.4,140048,0.82623,1.00885,0.99154,1.0045,0.723334,-0.00544758,0.00482591,1
7544,35955.9,-51289.8,114071,0.997808,0.982253,1.00859,1.00941,0.600758,-0.0987606,0.00035151,1
7545,443.598,-1069.09,1155.41,1.00048,1.00908,0.994161,0.969664,1.06868,-0.128981,0.0138567,1
7546,839.899,2279.21,-1965.67,1.00369,1.03261,1.00572,0.975907,1.20284,-0.176533,-0.00539092,1
7547,44879.3,-61880.9,130311,1.05171,1.01271,0.994348,0.964375,0.877447,0.00924662,-0.00345945,1
7548,601.014,1608.64,-1446.35,0.74347,0.969309,1.0027,1.01467,0.994124,0.142089,0.00872631,1
7549,1812.23,-3281.42,4629.49,1.51192,0.997226,1.0052,0.957114,0.696953,-0.0673784,0.00615248,1
7550,6319.28,19247.2,-6764.44,0.337549,0.987732,1.01758,0.962666,1.37798,0.0191855,0.00629961,1
7551,98129.6,-30966.3,112138,1.08151,0.995845,0.975416,1.02827,0.849551,-0.00255287,0.00584934,1
7552,1622.25,-3643.8,4858.26,0.921105,0.989369,1.00351,1.02708,0.692395,-0.0798318,0.00576954,1
7553,1161.96,-2619.32,3207.02,0.956635,1.00498,1.0061,0.99859,0.818791,0.0727353,-0.00912233,1
7554,1435.83,4438.56,-3389.18,0.697403,1.00843,0.992472,1.00297,0.526018,-0.101172,-0.0053544,1
7555,207.029,-516.105,534.66,1.06204,1.01179,1.00722,0.964114,1.28014,-0.240872,0.0156607,1
7556,1276.24,-2653.08,3321.16,0.920668,0.990631,0.994299,0.952358,0.992043,-0.230691,0.00258708,1
7557,2480.41,-3729.19,5970.45,0.886159,1.00147,0.989796,1.00486,0.922275,0.152445,-0.00201112,1
7558,20922,-29429.2,80850.1,1.05984,0.992208,0.996111,1.03494,0.768546,-0.0243195,0.00176348,1
7559,537.741,1416.35,-1288.04,0.993536,0.971216,0.997598,1.01281,0.617495,-0.0823748,-0.0171751,1
7560,7810.58,-6621.23,17150.4,0.825823,0.999726,0.99907,0.990685,0.793097,0.00643664,-0.0120419,1
7561,1801.37,4741.26,-3450.36,1.09179,0.988201,1.02064,0.955458,0.980226,0.0281049,0.0142525,1
7562,1224.7,-2808.24,3497.53,1.20515,1.02432,1.00246,1.0205,0.953523,-0.0671887,0.00952372,1
7563,220.261,571.164,-550.121,0.916314,1.01874,1.00767,1.04401,1.18931,0.151597,0.0235823,1
7564,113106,-13554.9,93456,1.20456,1.03448,0.995961,1.01819,0.709833,-0.00149427,0.00724892,1
7565,2158.85,-4713.94,6920.08,1.08368,1.01379,1.01248,1.01092,1.28741,-0.0870383,0.00397541,1
7566,359.972,946.684,-888.63,1.07122,0.980054,0.990966,1.0079,1.02487,0.231782,0.00921278,1
7567,1570.64,4284.28,-3257.17,0.868302,0.995665,0.992624,0.947841,0.964365,-0.0875176,-0.00556996,1
7568,843.275,2277.45,-1955.81,0.775488,0.996451,0.991671,1.03449,1.09764,0.0282796,0.0326025,1
7569,3943.91,-5872.57,10361.3,1.31071,0.980908,1.02797,0.99307,0.750083,-0.169806,0.00102372,1
7570,483.672,1290.33,-1186.11,1.01807,1.02463,1.01018,0.915814,0.817511,0.231908,0.00698118,1
7571,676.891,1823.36,-1616.57,1.0225,0.972392,1.00231,1.01359,1.43353,0.148051,0.00744881,1
7572,1493.15,-2855.15,3775.58,0.949515,0.994222,0.990468,1.03522,0.809386,-0.0672095,0.00764273,1
7573,120.34,-303.27,309.516,1.14326,1.01043,1.00286,0.992608,1.0054,-0.284392,0.0229065,1
7574,341.131,-833.518,884.206,0.573691,1.02599,0.999987,1.02315,1.01712,-0.176922,0.0132463,1
7575,80787.3,156705,-82731.8,0.843819,0.984124,0.995268,0.965547,1.10385,0.0125977,0.00126829,1
7576,313.834,822.281,-778.275,1.04016,1.00864,0.982423,0.954522,1.18916,0.171581,0.0149428,1
7577,2644.62,-5387.55,8480.74,1.02379,0.948922,1.00189,0.977881,1.17951,-0.0318392,0.00843538,1
7578,108.454,-265.572,270.419,0.880483,1.00074,1.01245,0.969929,1.25423,0.394741,-0.0183928,1
7579,194.063,-483.264,499.527,0.72043,0.984747,1.00784,0.998451,0.973225,-0.286818,0.0135974,1
7580,1839.95,-3255.53,4496.21,1.13448,0.976091,0.998875,1.03358,1.13907,0.0757466,-0.00531819,1
7581,942.551,2521.95,-2130.44,0.710155,1.00685,1.01459,1.00909,0.991527,-0.113695,-0.00713992,1
7582,467.478,1238.34,-1142.24,1.0024,1.02294,1.01695,0.986049,1.08682,0.122485,0.0135838,1
7583,1975.73,5707.22,-3845.86,1.15858,1.03238,0.970804,0.993188,0.977892,-0.0519522,-0.00782848,1
7584,991.886,2818.07,-2358.92,1.23781,0.992187,0.993104,0.997611,1.37322,0.133208,0.00580117,1
7585,1710.84,-3757.84,5055.84,1.20922,1.01861,1.01032,0.948368,0.834593,0.155037,-0.00290908,1
7586,1622.73,-3661.57,4893,0.992339,0.986697,1.00452,0.984354,0.844473,-0.0536033,0.00858099,1
7587,808.35,-1847.37,2135.64,0.632865,1.02342,0.986395,1.00878,0.993272,-0.109535,0.00910498,1
7588,256.379,-635.358,663.818,1.23136,1.02072,1.00983,1.03304,1.09873,-0.242591,0.0126083,1
